"('pid',)","('primaryName',)","('birthYear',)","('deathYear',)"
nm2479100,Eric Jager,,
nm2480549,An Nguyen,,
nm2482088,Tommy Wirkola,1979,
nm2483965,Dani Popescu,,
nm2489193,Evan Daugherty,,
nm2492819,Rosie Huntington-Whiteley,1987,
nm2493380,Patrice Désilets,,
nm2496312,Amara Karan,1984,
nm2497119,Sapphire,1950,
nm2497546,David F. Sandberg,1981,
nm2502949,Sue Kroll,,
nm2503633,Josh Trank,1984,
nm2504006,Max Records,1997,
nm2505304,Sean Bott,,
nm2522889,Neung-yeon Joh,,
nm2523794,Brent Simons,,
nm2528248,Steve Wiebe,,
nm2531261,Sofia Alvarez,,
nm2531628,Charles Aitken,1979,
nm2531690,Lewis Taewan Kim,,
nm2535022,Philip King,,
nm2535507,Mukesh Chhabra,,
nm2535716,Ryan Firpo,,
nm2537621,Jessica McNamee,1986,
nm2539953,Alicia Vikander,1988,
nm2540339,Rachel Korine,1986,
nm2541742,Adrián Guerra,1984,
nm2541974,Jai Courtney,1986,
nm2545235,Eric Warren Singer,,
nm2546012,Kaya Scodelario,1992,
nm2546716,Riley Thomas Stewart,2002,
nm2552034,Melissa Benoist,1988,
nm2554352,T.J. Miller,1981,
nm2555462,Eiza González,1990,
nm2560043,Adelaide Kane,1990,
nm2561765,Brian Selznick,1966,
nm2563482,Ronald Bronstein,,
nm2564974,Lisa Thoreson,,
nm2565612,Keith Dorrington,,
nm2570429,Jamie Campbell Bower,1988,
nm2571693,Mollye Asher,,
nm2573005,Susanna Fogel,,
nm2575780,Kira Snyder,,
nm2576678,Robin Jonas,,
nm2577076,Lil Rel Howery,1979,
nm2580983,Lauren Bond,,
nm2583641,Max Handelman,,
nm2583828,Sarah Aubrey,,
nm2584600,Julianne Hough,1988,
nm2585406,Simon McQuoid,,
nm2587167,Carl Molinder,,
nm2588606,Steve McQueen,1969,
nm2589551,Pepita Emmerichs,,
nm2590523,Robert Venditti,,
nm2590720,Trent Luckinbill,1975,
nm2591513,Brett Weldele,,
nm2592245,Gabriel Ferrari,,
nm2593444,Alejandro Bien-Willner,,
nm2593874,Tim Headington,,
nm2594301,Darsheel Safary,1996,
nm2602433,Melissa K. Stack,,
nm2603459,Robert M. Edsel,,
nm2604429,Lara Breay,,
nm2605345,Gemma Arterton,1986,
nm2605946,Seth Lochhead,1981,
nm2606933,Jake Monaco,,
nm2608689,Ellie Kemper,1980,
nm2609807,Kelly Fremon Craig,,
nm2615528,Ben Templesmith,,
nm2615685,Helen Estabrook,,
nm2623492,Hera Hilmar,1988,
nm2624602,Cameron Boyce,1999,2019
nm2630745,Roberto Aguirre-Sacasa,1972,
nm2633535,Asa Butterfield,1997,
nm2636310,Manuel Garcia-Rulfo,1981,
nm2639032,Jason Eisener,,
nm2640887,Stefanie Scott,1996,
nm2642924,Stefan Duscio,,
nm2646452,Joshuah Bearman,,
nm2648685,Mike Cahill,1979,
nm2649720,John D'Leo,1995,
nm2650819,Adèle Exarchopoulos,1993,
nm2651543,Lionel Shriver,1957,
nm2652095,Laura Haddock,1985,
nm2652108,Angie Fielder,,
nm2654829,Maude Apatow,1997,
nm2655177,Caleb Landry Jones,1989,
nm2655611,Kaui Hart Hemmings,,
nm2656897,Nick Spicer,,
nm2661978,Tom Bissell,,
nm2663731,Vicki Shigekuni Wong,,
nm2669197,Dan Mazeau,,
nm2670366,Alex Heineman,,
nm2673579,Paris Kassidokostas-Latsis,1982,
nm2676052,Joseph Kosinski,1974,
nm2676147,Jonathan Groff,1985,
nm2680798,Oka Antara,1981,
nm2683048,Matthew Quick,,
nm2686262,Colton Haynes,1988,
nm2691134,Anne-Sophie Bion,,
nm2691892,Megan Ellison,1986,
nm2692293,Stephen Mao,1960,
nm2695453,Steve Baker,,
nm2700235,Jim Mahoney,,
nm2701804,Jeff Jensen,,
nm2714273,Lili Sepe,1997,
nm2715764,Colin Stetson,,
nm2717485,Sara Gruen,1969,
nm2719825,Oliver Jackson-Cohen,1986,
nm2721926,Aaron Kaufman,,
nm2726789,Zac Mattoon O'Brien,,
nm2727368,Aram Tertzakian,,
nm2730909,Lucian Johnston,,
nm2739958,Nechama Tec,,
nm2743784,Megan Charpentier,2001,
nm2746459,Chetan Bhagat,1974,
nm2752098,Chris Butler,1974,
nm2756662,Gerald Thompson,,
nm2757098,Bill Mantlo,1951,
nm2765716,Moisés Acevedo,,
nm2769412,Stephenie Meyer,1973,
nm2773070,Jena Friedman,,
nm2774833,Edmond Wong,,
nm2775581,Markus Förderer,1983,
nm2782185,Rupert Sanders,1971,
nm2788015,Carlos López Estrada,1988,
nm2788156,Beanie Feldstein,1993,
nm2793591,Astrid Bergès-Frisbey,1986,
nm2794962,Hailee Steinfeld,1996,
nm2795844,Quentin Curtis,,
nm2797744,Himesh Patel,1990,
nm2798112,Allison Tolman,1981,
nm2798739,Gary Magness,,
nm2799219,Sakshi Tanwar,1973,
nm2802722,Beau Willimon,,
nm2804503,Matt Jones,1981,
nm2805697,John Cohen,,
nm2807682,Marla Frazee,1958,
nm2809577,Jenny Slate,1982,
nm2811682,David Stassen,,
nm2816668,Matthew Robinson,1978,
nm2819316,Geoffrey Fletcher,1970,
nm2819401,David Ready,,
nm2823045,Julie Powell,1973,
nm2824501,Rhianna Pratchett,1976,
nm2829737,Gabourey Sidibe,1983,
nm2830774,Beau Thorne,1978,
nm2832703,Matthew Zuk,,
nm2833612,Terri Tatchell,,
nm2835616,Dean-Charles Chapman,1997,
nm2844448,Kristen Anderson-Lopez,1972,
nm2845583,André Batista,,
nm2849655,Henry Gayden,,
nm2851530,Dane DeHaan,1986,
nm2858852,Alex Mace,,
nm2860379,William Jackson Harper,1980,
nm2867565,David Sardy,,
nm2868859,Carthew Neal,1979,
nm2872491,Martin Stringer,,
nm2873539,Sarah Haskins,1979,
nm2877226,Marcus Luttrell,1975,
nm2888554,Christophe Lourdelet,,
nm2888684,Josie Trinidad,,
nm2893410,Hyung-deok Lee,,
nm2899650,Alex Fisher,,
nm2902972,Lynn Barber,1944,
nm2907292,Kimberly di Bonaventura,,
nm2910808,Amber Armstrong,,
nm2911364,Jason Hand,,
nm2911881,Dana DeVestern,,
nm2913119,Lena Waithe,1984,
nm2913790,Micah Sloat,,
nm2914162,Nathan Parker,,
nm2916300,Jeremy Slater,,
nm2918260,Michael Benaroya,1981,
nm2919995,Simon Rich,1984,
nm2927785,Harold Pearl,1914,1975
nm2928126,Rosa Attab,,
nm2929057,Genki Kawamura,,
nm2929774,Danny Hansford,,
nm2930503,Jack Reynor,1992,
nm2933542,Boyd Holbrook,1981,
nm2933757,Gal Gadot,1985,
nm2934314,Lily Collins,1989,
nm2937122,Adrian Molina,,
nm2942187,Darius Marder,,
nm2943572,Nick Urata,,
nm2946516,Claire Foy,1984,
nm2946831,Nicole Eastman,,
nm2950264,Dan Cohen,,
nm2951768,Freida Pinto,1984,
nm2952284,Ryan J. Condal,,
nm2954422,Alex Prud'homme,,
nm2954597,Aryana Engineer,2001,
nm2955013,Liam Hemsworth,1990,
nm2957717,Iris Apatow,,
nm2961544,Shivani Rawat,,
nm2963873,Victor Gojcaj,1983,
nm2967574,Matt Bondurant,,
nm2968351,Lina Leandersson,1995,
nm2968765,Kåre Hedebrant,1995,
nm2968773,Guillaume Baillargeon,,
nm2972864,Jared Stern,,
nm2973253,James R. Hansen,,
nm2973494,Juana Collignon,,
nm2973712,Jordan Nagai,2000,
nm2974366,Sheetal Menon,,
nm2976492,Aoi Yûki,1992,
nm2976830,Harriet Dyer,,
nm2981082,Anders Holm,1981,
nm2982186,Alan Glynn,,
nm2985952,Antony Johnston,,
nm2989873,Daniel Henshall,1982,
nm2997552,Jonas Bloquet,1992,
nm3002063,Luke Ciarrocchi,,
nm3006818,Lio Tipton,1988,
nm3009232,Ezra Miller,1992,
nm3009594,Oaklee Pendergast,2004,
nm3011350,Ma Dong-seok,1971,
nm3013229,Ann An,,
nm3015467,Mickey Rapkin,,
nm3022653,Arifin Putra,,
nm3028820,Mowg,,
nm3029144,Joe Taslim,1981,
nm3029372,Andrew Barrer,,
nm3032715,Katy Barker,,
nm3032965,Siddharth Roy Kapur,,
nm3034977,Samara Weaving,1992,
nm3037833,Eloise Mumford,1986,
nm3041648,Lara Robinson,1998,
nm3042403,Clifford Bañagale,,
nm3043279,Vicky Krieps,1983,
nm3043818,Jonathan Eirich,,
nm3044095,Marn Davies,,
nm3045440,Emily Carmichael,1982,
nm3046705,Lucy Walters,,
nm3052130,Michael Maher,,
nm3053132,Lex Lutzus,,
nm3053338,Margot Robbie,1990,
nm3053444,Steve Gan,,
nm3057402,Bee Vang,1991,
nm3058674,TOTO,,
nm3065862,Adar Beck,,
nm3069408,Eric Pearson,,
nm3069650,Jodie Comer,1993,
nm3071117,Sam Graham,,
nm3078932,Lady Gaga,1986,
nm3081796,Steven Yeun,1983,
nm3085481,Sam Cobean,1913,1951
nm3087728,Anushka Sharma,1988,
nm3089840,Simon Garrity,,
nm3090268,Ed Brubaker,1966,
nm3090510,D.J. Stipsen,,
nm3092414,Adam Cozad,,
nm3092471,Marwan Kenzari,1983,
nm3097752,Aleksandar Hemon,,
nm3099754,Jack Whitehall,1988,
nm3102689,Sari Lennick,1975,
nm3102998,Bo Burnham,1990,
nm3107870,David James,,
nm3109407,Shiv Panditt,1984,
nm3109964,Brian Tyree Henry,1982,
nm3111373,Steve Lantz,,
nm3114649,Charlotte Le Bon,1986,
nm3115493,Ben Schnetzer,,
nm3115704,Ahney Her,,
nm3120821,Tyler Thompson,,
nm3123612,Jon Spaihts,,
nm3130063,Natalya Rudakova,1985,
nm3133181,Stan Chervin,,
nm3133666,Ande Parks,,
nm3139511,Vikas Swarup,1963,
nm3152605,Gwilym Lee,1983,
nm3153307,Charles Brandt,,
nm3154303,Timothée Chalamet,1995,
nm3154628,Kate Cohen,,
nm3156436,Sattar Oraki,,
nm3160078,Eduardo Sacheri,,
nm3163166,David Matamoros,,
nm3163889,Sturla Brandth Grøvlen,1980,
nm3164738,Dave Johannson,,
nm3169819,Gustavo Muñoz,,
nm3170207,Noah Centineo,1996,
nm3172776,Kevin Balmore,,
nm3173395,Bailey Anne Borders,,
nm3174584,Armando Bo,,
nm3179694,David Scearce,,
nm3189181,Bill Benz,,
nm3199307,Ruby Rose,1986,
nm3203841,Chad St. John,,
nm3210494,Eric Guillon,,
nm3211470,Robert Eggers,1983,
nm3215397,Daniel Scheinert,1987,
nm3220455,Max Eggers,,
nm3225654,Justin Hurwitz,1985,
nm3226241,Noah Ringer,1997,
nm3227090,Damien Chazelle,1985,
nm3229505,Yoni Brenner,,
nm3229685,Kit Harington,1986,
nm3230448,Tom Gormican,,
nm3234869,Ludwig Göransson,1984,
nm3235380,Tucker Albrizzi,,
nm3236159,Paul Walter Hauser,1986,
nm3237713,Lynn Xiong,1981,
nm3237775,Mackenzie Foy,2000,
nm3238883,Gerard O'Neill,1942,2019
nm3239803,Kaitlyn Dever,1996,
nm3242689,Edward Ricourt,,
nm3251662,Dick Lehr,,
nm3259208,Gayle Forman,,
nm3263825,Will Beall,,
nm3264596,Kid Cudi,1984,
nm3267061,Teddy Schwarzman,1979,
nm3268751,Jason Headley,,
nm3280198,Guillaume Lemans,,
nm3280686,Art Parkinson,2001,
nm3284401,Jamie Blackley,1991,
nm3286851,Mark Mallouk,1973,
nm3287038,Thomas Mann,1991,
nm3287345,Jack Kukoda,,
nm3289096,Sidharth Malhotra,1985,
nm3290967,David Mitchell,1969,
nm3294574,Anthony Tambakis,1967,
nm3299334,Ario Sagantoro,,
nm3299397,Iko Uwais,1983,
nm3303922,Kaz Firpo,,
nm3307918,Vithaya Pansringarm,1959,
nm3310211,Rose Leslie,1987,
nm3314810,Chesley Sullenberger,1951,
nm3315387,Vishnuvardhan,,
nm3322414,Alastair Siddons,,
nm3328207,Efthymis Filippou,1977,
nm3343855,Gabrielle-Suzanne Barbot de Villeneuve,1685,1755
nm3345670,Yayan Ruhian,,
nm3346661,David Kaplan,,
nm3347197,Shawn Harwell,,
nm3349167,Benjamin Mee,,
nm3349927,Oren Uziel,,
nm3356206,Noritaka Kawaguchi,,
nm3360218,Michael Finch,,
nm3360706,Aaron Guzikowski,,
nm3363032,Ryan Coogler,1986,
nm3375122,Ryan Amon,,
nm3384330,Salvador Paskowitz,,
nm3391497,Will Fetters,,
nm3427812,Anatoly Kucherena,,
nm3435612,Roland Møller,1972,
nm3441152,Israel Broussard,1994,
nm3453283,Dan Kwan,,
nm3459140,Olivia Luccardi,1989,
nm3462290,Michael Matthews,,
nm3466037,Seth M. Sherwood,,
nm3467335,Michael Robert Johnson,,
nm3473150,Abraham Marder,1983,
nm3478396,Luke Bracey,1989,
nm3480246,Ella Purnell,1996,
nm3481322,Maria Melnik,,
nm3485108,Ludi Lin,1987,
nm3485845,Adam Driver,1983,
nm3488559,Michael Punke,,
nm3493212,Isaiah Stone,,
nm3495911,Chibundu Orukwowu,,
nm3496107,Fajar Yuskemal,,
nm3504430,Faith Wladyka,2004,
nm3505032,Izzy Meikle-Small,1996,
nm3508936,Jason Carter Eaton,,
nm3510471,Sam Claflin,1986,
nm3510918,David Gross,,
nm3512758,Sarah Snook,1987,
nm3516416,Mehmet Basaran,,
nm3517546,Christos V. Konstantakopoulos,,
nm3520204,Albert Klychak,,
nm3524563,Slavomir Rawicz,,
nm3527143,Storm Acheche Sahlstrøm,,
nm3527897,Jordan Horowitz,1980,
nm3528539,Jeremy Irvine,1990,
nm3529685,Kumail Nanjiani,,
nm3533310,Caitlyn Rund,,
nm3538539,Gabriella Wilde,1989,
nm3538718,Nick Robinson,1995,
nm3539578,Sev Ohanian,,
nm3541432,Juel Taylor,,
nm3542504,Paul Norris,1914,2007
nm3543826,Kathryn Stockett,,
nm3560755,Josey McNamara,,
nm3564817,Phoebe Waller-Bridge,1985,
nm3575723,Lydia Wilson,1984,
nm3582089,Carlos Martínez López,,
nm3587952,Carla Quevedo,1988,
nm3591972,S.R. Kathir,,
nm3592338,Emilia Clarke,1986,
nm3595691,Eric Esrailian,,
nm3602603,West Dylan Thordson,,
nm3611349,Jordan Vogt-Roberts,,
nm3613566,Sang-ho Yeon,,
nm3614913,Zoey Deutch,1994,
nm3620280,Joshua McIvor,,
nm3641002,Austin Abrams,1996,
nm3644845,Alex Saks,,
nm3659660,Corey Hawkins,1988,
nm3666380,Matt Portenoy,,
nm3670452,Jeff Howard,,
nm3673821,Seo-hyun Ahn,2004,
nm3673996,Cassandra Clare,1973,
nm3675884,Rosie Shaw,,
nm3679189,Kelley,,
nm3686688,Oscar Boyson,,
nm3689973,Andrew Knauer,,
nm3693309,Alexis Clagett,,
nm3697679,Richard Phillips,,
nm3703488,Sergei Bespalov,,
nm3705886,Jihae,1989,
nm3709982,Kristina Rivera,,
nm3715867,Stephanie Beatriz,1981,
nm3717662,Lee Magiday,,
nm3725055,Jessica Henwick,1992,
nm3729721,Dylan O'Brien,1991,
nm3735190,Harriet Minto-Day,,
nm3737483,Danny Bensi,,
nm3756395,E.D. Baker,,
nm3760517,Atul Raninga,,
nm3764055,Emil Nygaard Albertsen,,
nm3764118,Aaron Kandell,,
nm3764493,Jordan Kandell,,
nm3765270,Joe Jenckes,,
nm3772243,Theo James,1984,
nm3772853,Isaac Marion,,
nm3773434,Kyle Hunter,,
nm3777780,Atul Gogavale,,
nm3782043,Ariel Shaffir,,
nm3787416,Jobie Hughes,1980,
nm3788293,Torin Borrowdale,,
nm3788780,Victor Livi,,
nm3792134,Aneesh Chaganty,,
nm3808347,Russell McLean,,
nm3809021,Alper Caglar,,
nm3815288,Jack Taylor,,
nm3817317,Max Barbakow,,
nm3818286,Sushant Singh Rajput,1986,2020
nm3822462,Rila Fukushima,,
nm3834300,Noah Oppenheim,,
nm3837786,Amara Miller,2000,
nm3838127,Jasper Newell,,
nm3840714,John O'Brien,1960,1994
nm3851113,John Davies,,
nm3859624,Ki Hong Lee,1986,
nm3859643,Greg Russo,,
nm3860486,Nora Grossman,,
nm3864163,Raffey Cassidy,2002,
nm3872326,Hiroshi Sakurazaka,,
nm3886028,Angourie Rice,2001,
nm3887625,Alex Russell,1987,
nm3888703,Hyun-woo Kim,,
nm3890871,John-Henry Butterworth,1976,
nm3906411,Matt Sherring,,
nm3906429,Alex Esmail,,
nm3909704,Christian Angermayer,,
nm3913565,Bill O'Malley,,
nm3915456,Richard Naing,,
nm3915728,Leeon Jones,,
nm3915784,John Boyega,1992,
nm3916149,Zach Dean,,
nm3918035,Zendaya,1996,
nm3920288,Taissa Farmiga,1994,
nm3924219,Wenwen Han,1995,
nm3926614,Alex Somers,,
nm3929074,Chester,,
nm3929259,Brian Duffield,,
nm3929283,Kris Bowers,,
nm3943537,Tom Ackerley,,
nm3948817,Wayne L. Rogers,,
nm3948952,Vanessa Kirby,1988,
nm3966115,Dan Abnett,1965,
nm3967702,Dax Flame,,
nm3967796,Oliver Cooper,,
nm3967854,Jonathan Daniel Brown,,
nm3980199,Erik Rommesmo,,
nm3987673,Ariane Labed,1984,
nm3994407,Ryan Potter,1995,
nm3994408,Jane Levy,1989,
nm3995471,Craig Van Hook,,
nm4003520,Annie Rose Buckley,,
nm4007817,Bret Witter,,
nm4014166,Cathy Yan,,
nm4021083,Mitchell Zuckoff,,
nm4022192,Steven McNiven,1967,
nm4023073,Rosa Salazar,1985,
nm4023702,Steven Caple Jr.,,
nm4025731,Gerald Chamales,,
nm4033934,Synnøve Macody Lund,1976,
nm4034068,Valérie Beaugrand-Champagne,,
nm4039044,Geneva Robertson-Dworet,1985,
nm4043618,Tom Holland,1996,
nm4043665,Tim Tharp,,
nm4057793,Bill Dubuque,,
nm4065767,James Brown,,
nm4068901,Madison Wolfe,2002,
nm4088627,Jessica Sula,1994,
nm4094284,Rory Stewart Kinnear,,
nm4105822,Bryan Unkeless,,
nm4129745,Allison Williams,1988,
nm4131020,Matt Charman,,
nm4139037,Suraj Sharma,1993,
nm4141252,Lily James,1989,
nm4144120,Tarell Alvin McCraney,1980,
nm4146781,Charise Castro Smith,,
nm4148609,David Bierend,,
nm4154798,Brenton Thwaites,1989,
nm4157371,Walter Campbell,,
nm4157919,Madhan Karky,,
nm4160541,Carlo Pagulayan,,
nm4160687,Jim Starlin,1949,
nm4168262,Lauren Hynek,,
nm4170048,Ari Aster,1986,
nm4170324,Mauricio Lopez,,
nm4170842,Isaac Aptaker,,
nm4175221,Karan Soni,,
nm4185845,Remington Chase,,
nm4191232,Manoj Muntashir,1976,
nm4199289,Katie Silberman,,
nm4207146,Jason Mitchell,,
nm4207679,Izabela Vidovic,2001,
nm4212466,Ben Stillman,,
nm4212895,James Dashner,,
nm4219902,Park Hoon-jung,,
nm4223385,Thomas Horn,,
nm4223882,Dacre Montgomery,1994,
nm4243936,Harry G. Peter,1880,1958
nm4248765,Lauren Ridloff,1978,
nm4259881,Patrick McKay,,
nm4260438,John D. Payne,,
nm4263190,Bilall Fallah,1986,
nm4264671,Shashank Khaitan,,
nm4265383,Riza Aziz,,
nm4271336,Shameik Moore,1995,
nm4296357,Blake Jenner,1992,
nm4299147,Sareh Bayat,1979,
nm4301796,John Kerr,1950,2016
nm4305463,Naomi Scott,1993,
nm4312021,Justin Nappi,,
nm4312900,Nick Stafford,,
nm4313845,Catherine Chan,1999,
nm4316121,Veronica Roth,1988,
nm4318035,Peter Oberth,,
nm4318159,Nitesh Tiwari,,
nm4334711,Joseph Lee,,
nm4339295,Chris Lindsay,,
nm4347315,Steele Stebbins,,
nm4350114,Tom Prior,1990,
nm4354653,Disasterpeace,,
nm4377096,T.J. Gnanavel,,
nm4384329,Ruby Modine,1990,
nm4384917,James Weaver,,
nm4388400,Gabriela Lopez,,
nm4390103,Aria Prayogi,,
nm4401003,Derek Kolstad,,
nm4402755,Erik Benson,,
nm4413187,David Rohde,,
nm4420495,Sonoya Mizuno,1986,
nm4422686,Barry Keoghan,1992,
nm4424713,Jojo Moyes,1969,
nm4438615,Chelsea Winstanley,,
nm4442068,Jared Gilman,1998,
nm4442319,Kara Hayward,1998,
nm4446305,Nic Pizzolatto,1975,
nm4446467,Tye Sheridan,1996,
nm4447472,Hunter McCracken,,
nm4455823,Ryan Teeple,,
nm4456120,Elizabeth Debicki,1990,
nm4457111,Toby Ascher,,
nm4460791,Andy Siara,,
nm4465847,John Whittington,,
nm4468296,Tom O'Connor,,
nm4478322,Kate Upton,1992,
nm4478374,Chingon,,
nm4478735,Charlie Wachtel,,
nm4487667,Émilie Leclerc,,
nm4488268,Ajay Kumar,,
nm4489323,Pouya Shahbazian,,
nm4496875,Mackenzie Davis,1987,
nm4511652,Kelly Marie Tran,1989,
nm4516779,Ashley Fox,,
nm4534098,Ed Skrein,1983,
nm4544229,John Phillips,,
nm4554159,Jeff VanderMeer,1968,
nm4563869,Sophie Nélisse,2000,
nm4565815,Mena Massoud,1991,
nm4568172,Lauren Beck,,
nm4590837,Ed Oxenbould,2001,
nm4609822,Olivia DeJonge,1998,
nm4610169,Emma Shorey,,
nm4624299,Paul Lieberman,,
nm4683167,Daniel Zovatto,1991,
nm4689420,Carrie Coon,1981,
nm4702983,Lourenço Sant'Anna,,
nm4705966,Samantha Isler,1998,
nm4719471,Isabelle Nélisse,2003,
nm4726634,Haley Lu Richardson,1995,
nm4754741,Ruairi O'Connor,,
nm4755508,Asher Angel,2002,
nm4759838,Mone Kamishiraishi,1998,
nm4778840,Philippe Pozzo di Borgo,1951,
nm4789922,Josh Malerman,,
nm4791912,Eli Bush,,
nm4802218,Oona Laurence,2002,
nm4808284,Mark C. Manuel,,
nm4816401,Adil El Arbi,1988,
nm4816469,Luke Harding,,
nm4824763,Thea Sharrock,,
nm4830845,Dong-ha Lee,,
nm4835245,Jeremy McWilliams,,
nm4851894,Gustavo Escobar,,
nm4855517,Simu Liu,1989,
nm4880627,Kasper Dissing,,
nm4880670,Krysty Wilson-Cairns,,
nm4880714,Sanjana Sanghi,1996,
nm4881574,Chris Kyle,1974,2013
nm4914253,Julie Vollono,1961,
nm4918858,Patrick O'Brien,,
nm4920741,Rory J. Saper,1996,
nm4932043,Julie Maroh,,
nm4950667,Creighton Rothenberger,,
nm4951717,Katrin Benedikt,,
nm4952700,Cheryl Strayed,,
nm4972453,Olivia Cooke,1993,
nm4980516,John Carey,,
nm4988577,Nina Pedrad,,
nm5005121,Julia Greer,,
nm5008863,Farrah Mackenzie,2005,
nm5009883,Matt Jackson,,
nm5015107,Jacob Lofland,1996,
nm5016878,Jacob Tremblay,2006,
nm5022110,Michael J. Wilson,,
nm5037683,Andy Lanning,,
nm5038871,Annika Wedderkopp,2004,
nm5039026,Lasse Fogelstrøm,1996,
nm5052065,Ansel Elgort,1994,
nm5052148,Buddy Patrick,1984,
nm5057169,Thomasin McKenzie,2000,
nm5058839,Gillian Flynn,1971,
nm5077137,Emily V. Gordon,1979,
nm5085683,Mckenna Grace,2006,
nm5097044,Isabela Merced,2001,
nm5145655,Gabriel Bateman,2004,
nm5147232,Kôichirô Itô,,
nm5148840,Tao Okamoto,1985,
nm5156455,Mike Witherill,,
nm5161275,David Rabinowitz,,
nm5189784,Alex Sharp,1989,
nm5217936,Sean Kennedy,,
nm5218990,Trevante Rhodes,1990,
nm5219130,Asim Chaudhry,1986,
nm5228887,Ben Hardy,1991,
nm5231168,Noah Wiseman,,
nm5237479,Stacy Martin,1990,
nm5244086,Patrik Andersson,,
nm5256327,Natalie Qasabian,,
nm5289834,Shalini Ushadevi,,
nm5289961,Sacha Ben Harroche,,
nm5293055,Jeffrey Zaslow,1958,2012
nm5333675,Todd R. Jones,,
nm5335213,Tai-lee Chan,,
nm5335939,Chuck Logan,,
nm5343317,Samara Lee,,
nm5347988,Taylor Russell,1994,
nm5353321,Cara Delevingne,1992,
nm5358492,Kemp Powers,,
nm5361352,Edward Ashley,,
nm5377144,Awkwafina,1988,
nm5377442,María Belón,,
nm5381254,Jovan Adepo,,
nm5383459,R.J. Palacio,,
nm5384213,Ted Chiang,1967,
nm5384553,Caglar Ertugrul,1987,
nm5397459,Daisy Ridley,1992,
nm5403126,Stephany Folsom,,
nm5409486,Alexander Dinelaris,,
nm5410196,Tony Mendez,1940,2019
nm5421877,Julian Dennison,2002,
nm5428959,Jesse Andrews,,
nm5429637,Christina Hodson,,
nm5460828,Nicole D'Ovidio,,
nm5473782,Taron Egerton,1989,
nm5480894,Ashton Sanders,1995,
nm5506858,Andi Matichak,,
nm5518972,RJ Cyler,1995,
nm5540383,Hiu-Yan Choi,,
nm5552644,Jan Kovac,,
nm5558187,Maleah Nipay-Padilla,,
nm5581694,Lisa Genova,1970,
nm5584344,Yahya Abdul-Mateen II,1986,
nm5610426,Steve Moore,1949,
nm5611121,Millie Bobby Brown,2004,
nm5621285,Claes Kjellstrom,,
nm5621376,Tobias Carlson,,
nm5621400,Jonas Wittenmark,,
nm5637553,Laura Harrier,1990,
nm5643170,Stephan Talty,,
nm5645519,Anthony Gonzalez,2004,
nm5645796,Jason Matthews,1951,2021
nm5653115,Andrew Duncan,,
nm5654942,Gage Lansky,,
nm5675928,Donald Ray Pollock,,
nm5681967,Florence Lee,1864,1933
nm5701899,Philomin Raj,,
nm5709125,Ritu Arya,,
nm5710807,Johnny Jewel,,
nm5715332,Michael Heimler,,
nm5734020,Sook Yhun,,
nm5820154,Ilya Naishuller,1983,
nm5831542,Barkhad Abdi,1985,
nm5831543,Barkhad Abdirahman,1994,
nm5858664,Kevin Kwan,,
nm5860325,Lynsey Taylor Mackay,,
nm5860326,Dougie McConnell,,
nm5888481,Neel Sethi,2003,
nm5896355,Anya Taylor-Joy,1996,
nm5897057,Jaeden Martell,2003,
nm5923859,Ryohei Suzuki,,
nm5927607,Ted Osborne,,
nm5927608,Al Taliaferro,1905,1969
nm5939164,Zazie Beetz,1991,
nm5945690,Qui Nguyen,,
nm5988570,Chiara Aurelia,2002,
nm5994557,Gábor Czap,,
nm6016511,Finn Wolfhard,2002,
nm6035700,Olivia Milch,,
nm6056595,André Aciman,,
nm6073955,Florence Pugh,1996,
nm6077951,Tom Glynn-Carney,1995,
nm6079248,Choi Woo-sik,1990,
nm6096118,Sophia Lillis,2002,
nm6099602,Jason Drucker,,
nm6145543,Doruk Acar,,
nm6150131,Andrew Lanham,,
nm6186324,Jane Hawking,1944,
nm6191250,Ekaterina Samsonov,2003,
nm6200158,Chris Bremner,,
nm6240141,Sophie Perry,,
nm6244013,Jack Dylan Grazer,2003,
nm6290393,Jeanne Ryan,,
nm6314922,Ganeshaa,,
nm6328029,Piyush Gupta,,
nm6328030,Nikhil Mehrotra,,
nm6328031,Shreyas Jain,,
nm6328300,Winston Duke,,
nm6353027,Sean Roldan,,
nm6354549,Chemeeka Walker,,
nm6354550,Dania Abu-Rmaileh,,
nm6391502,Paula Hawkins,1972,
nm6438644,The Haxan Cloak,,
nm6442009,Kiara Advani,1992,
nm6506884,Saroo Brierley,1981,
nm6518675,Cole Konis,,
nm6525901,Henry Golding,1987,
nm6567391,Elijah Smith,,
nm6578009,O'Shea Jackson Jr.,1991,
nm6590106,Randall Green,,
nm6591098,Molly Bloom,,
nm6614229,Jenny Han,,
nm6618222,Lindsey Weber,,
nm6624843,Michael Lark,,
nm6638723,Dougie Cash,,
nm6679051,Dan Friedkin,,
nm6707680,Jonathan Herman,,
nm6711056,Joo-Suk Park,,
nm6748436,Dafne Keen,2005,
nm6819854,Justice Smith,1995,
nm6842463,Ivan Atkinson,,
nm6844518,Kimberly Steward,,
nm6859370,A.C. Mughil,,
nm6875258,Rocci Williams,,
nm6954008,Ryô Narita,1993,
nm6984200,Scott McEwen,,
nm6999211,Tom Taylor,,
nm7015134,Max Born,,
nm7084461,Pranay Pachauri,,
nm7093076,Lana Condor,1997,
nm7184459,Saverio Raimondo,1984,
nm7191024,Ari Arad,,
